carat,cut,colour,clarity,depth,table,price,x,y,z,clarity_n,colour_n,Depth_check
1.51,Premium,F,VS2,62.0,62.0,13771,7.35,7.23,4.52,3,4,62.00274348422496
1.52,Ideal,G,VS1,59.7,57.0,13777,7.48,7.5,4.47,4,3,59.67957276368491
2.01,Ideal,I,SI2,62.5,55.0,13777,8.12,8.08,5.06,1,1,62.46913580246913
1.84,Premium,H,SI1,59.7,58.0,13779,7.98,8.01,4.77,2,2,59.6622889305816
2.17,Very Good,J,SI2,60.8,59.0,13782,8.37,8.41,5.1,1,0,60.78665077473181
2.22,Very Good,J,SI1,58.7,60.0,13782,8.51,8.57,5.01,2,0,58.66510538641687
2.61,Good,I,SI2,64.2,63.0,13784,8.66,8.57,5.53,1,1,64.19036564132327
2.07,Premium,E,SI2,61.4,58.0,13786,8.24,8.19,5.04,1,5,61.3511868533171
2.07,Premium,E,SI2,58.9,61.0,13786,8.45,8.35,4.95,1,5,58.92857142857144
2.07,Premium,H,SI1,62.0,58.0,13786,8.17,8.09,5.04,2,2,61.99261992619927
1.56,Ideal,G,VS2,62.3,53.0,13787,7.41,7.49,4.64,3,3,62.28187919463086
2.04,Premium,H,SI2,62.8,57.0,13790,8.13,8.08,5.09,1,2,62.80074028377545
2.04,Very Good,H,SI2,63.2,58.0,13790,8.1,8.0,5.09,1,2,63.229813664596264
2.1,Very Good,H,SI2,63.3,57.0,13790,8.2,8.08,5.15,1,2,63.26781326781326
1.54,Ideal,G,VS2,61.2,56.0,13794,7.43,7.47,4.56,3,3,61.20805369127517
2.01,Ideal,I,SI2,62.3,57.0,13796,8.06,8.08,5.03,1,1,62.32961586121437
2.26,Very Good,H,SI2,63.1,58.0,13797,8.3,8.22,5.21,1,2,63.07506053268764
1.52,Very Good,D,VS2,62.4,58.0,13799,7.23,7.28,4.53,3,6,62.439696760854574
2.07,Premium,J,VS2,61.5,59.0,13800,8.2,8.16,5.03,3,0,61.49144254278729
1.24,Ideal,D,VVS2,62.6,55.0,13803,6.89,6.94,4.33,5,6,62.6174981923355
2.09,Ideal,I,SI2,61.2,57.0,13807,8.19,8.27,5.04,1,1,61.23936816524908
1.52,Ideal,G,VS2,62.8,54.0,13809,7.3,7.36,4.61,3,3,62.89222373806276
1.51,Very Good,G,VS1,63.3,53.0,13811,7.33,7.26,4.62,4,3,63.33104866346813
2.01,Premium,D,SI2,59.1,60.0,13811,8.31,8.21,4.88,1,6,59.079903147699746
1.51,Ideal,G,VS1,62.8,56.0,13811,7.29,7.24,4.56,4,3,62.76668960770818
1.51,Very Good,G,VS1,63.1,60.0,13811,7.3,7.24,4.59,4,3,63.13617606602476
1.51,Premium,G,VS1,62.5,58.0,13811,7.27,7.23,4.53,4,3,62.48275862068966
2.18,Very Good,J,SI1,62.9,59.0,13812,8.21,8.25,5.18,2,0,62.94046172539489
2.02,Premium,J,VS2,62.0,59.0,13812,8.08,8.06,5.0,3,0,61.95786864931846
1.82,Premium,I,VS1,61.4,60.0,13813,7.8,7.83,4.8,4,1,61.420345489443385
1.51,Ideal,G,VS1,61.7,54.0,13818,7.36,7.41,4.56,4,3,61.74678402166553
1.71,Very Good,F,VS2,63.5,59.0,13818,7.51,7.46,4.75,3,4,63.460253841015366
1.51,Good,F,VS2,62.0,59.0,13819,7.18,7.37,4.51,3,4,61.99312714776632
1.5,Ideal,G,VS1,61.3,53.9,13820,7.37,7.42,4.53,4,3,61.25760649087221
2.0,Premium,I,SI2,60.7,61.0,13820,8.09,8.03,4.89,1,1,60.669975186104224
1.7,Ideal,H,VS1,62.4,55.0,13823,7.61,7.69,4.77,4,2,62.35294117647058
1.27,Ideal,F,VVS2,61.0,57.0,13823,6.98,7.02,4.27,5,4,60.99999999999999
1.22,Premium,E,VVS1,61.1,60.0,13824,6.87,6.85,4.19,6,5,61.07871720116619
2.04,Very Good,J,VS2,62.4,57.0,13825,8.04,8.19,5.06,3,0,62.35366605052373
2.14,Fair,F,SI2,64.8,60.0,13825,8.11,8.0,5.22,1,4,64.80446927374302
2.24,Premium,J,SI2,62.2,59.0,13827,8.37,8.33,5.19,1,0,62.1556886227545
1.51,Premium,G,VVS2,62.9,60.0,13828,7.3,7.21,4.56,5,3,62.85320468642315
1.51,Ideal,G,VS2,62.3,54.0,13828,7.35,7.33,4.57,3,3,62.26158038147139
1.51,Premium,G,VS2,61.1,58.0,13828,7.42,7.38,4.45,3,3,60.13513513513513
2.31,Premium,H,SI2,59.2,61.0,13831,8.65,8.57,5.1,1,2,59.23344947735191
2.01,Premium,I,SI2,62.6,56.0,13833,8.1,8.0,5.04,1,1,62.60869565217391
1.59,Ideal,H,VS1,60.7,56.0,13839,7.54,7.58,4.59,4,2,60.71428571428571
2.14,Ideal,I,VS2,62.2,57.0,13844,8.22,8.19,5.1,3,1,62.15722120658135
2.07,Premium,H,SI1,61.1,58.0,13844,8.27,8.2,5.03,2,2,61.080752884031575
1.5,Good,E,VS2,63.9,58.0,13846,7.21,7.19,4.6,3,5,63.88888888888888
1.54,Ideal,G,VS1,62.3,57.0,13846,7.35,7.38,4.59,4,3,62.32179226069246
2.52,Fair,H,SI2,65.4,59.0,13846,8.49,8.42,5.53,1,2,65.40508574807806
2.01,Very Good,I,SI1,60.8,60.0,13849,8.12,8.15,4.95,2,1,60.848186846957596
2.01,Good,H,SI2,63.1,55.0,13849,7.99,8.09,5.07,1,2,63.05970149253732
2.02,Premium,H,SI2,62.6,59.0,13850,8.03,7.97,5.01,1,2,62.625
1.6,Ideal,F,VS2,60.1,57.0,13853,7.65,7.59,4.58,3,4,60.10498687664042
1.5,Good,F,VS2,63.6,55.0,13853,7.27,7.22,4.61,3,4,63.63008971704625
1.5,Fair,F,VS2,65.3,57.0,13853,7.15,7.12,4.66,3,4,65.31184302733007
1.5,Premium,F,VS2,60.9,60.0,13853,7.42,7.35,4.5,3,4,60.93432633716994
2.03,Very Good,D,SI2,63.1,58.0,13858,8.02,7.98,5.05,1,6,63.125
2.09,Premium,J,SI1,62.2,59.0,13864,8.23,8.16,5.1,2,0,62.23306894447833
2.02,Very Good,I,SI2,61.1,61.0,13865,8.08,8.11,4.95,1,1,61.14885731933293
1.76,Premium,D,SI2,59.6,58.0,13867,7.9,7.86,4.7,1,6,59.64467005076141
1.58,Very Good,D,SI1,62.7,60.0,13869,7.37,7.41,4.63,2,6,62.65223274695534
2.21,Premium,H,SI2,59.0,59.0,13872,8.51,8.46,5.01,1,2,59.04537418974662
1.69,Ideal,F,SI1,63.0,57.0,13872,7.62,7.55,4.78,2,4,63.019116677653265
1.43,Premium,D,VS2,62.6,59.0,13873,7.19,7.21,4.51,3,6,62.638888888888886
1.61,Ideal,H,VS2,61.8,56.0,13873,7.48,7.52,4.63,3,2,61.733333333333334
2.07,Ideal,I,SI2,61.6,56.0,13879,8.16,8.18,5.04,1,1,61.6891064871481
2.03,Ideal,J,VS2,62.1,57.0,13880,8.15,8.08,5.04,3,0,62.10720887245841
1.69,Ideal,H,VS1,61.0,57.0,13882,7.72,7.66,4.69,4,2,60.988296488946695
2.12,Premium,E,SI2,62.4,58.0,13884,8.22,8.18,5.12,1,5,62.43902439024391
2.26,Premium,H,SI2,61.1,57.0,13885,8.45,8.4,5.15,1,2,61.12759643916913
1.67,Ideal,H,VS1,61.8,55.9,13887,7.57,7.6,4.69,4,2,61.83256427158867
1.5,Very Good,E,VS2,62.9,56.0,13892,7.31,7.22,4.57,3,5,62.9043358568479
2.0,Very Good,I,SI2,59.5,61.0,13892,8.16,8.18,4.86,1,1,59.48592411260711
1.5,Good,E,VS2,63.9,58.0,13899,7.2,7.24,4.61,3,5,63.850415512465375
1.52,Ideal,G,VS1,59.7,57.0,13903,7.5,7.48,4.47,4,3,59.67957276368491
1.52,Good,G,VS1,64.0,58.0,13903,7.22,7.18,4.61,4,3,64.02777777777779
1.71,Very Good,H,VS1,62.0,56.0,13904,7.64,7.68,4.75,4,2,62.010443864229764
1.84,Premium,H,SI1,59.7,58.0,13905,8.01,7.98,4.77,2,2,59.6622889305816
2.28,Ideal,G,SI2,61.6,57.0,13907,8.44,8.37,5.18,1,3,61.62998215348008
2.06,Premium,G,SI2,60.7,58.0,13908,8.18,8.25,4.99,1,3,60.742544126597686
1.79,Ideal,I,VS1,61.3,57.0,13908,7.86,7.81,4.8,4,1,61.2635609444799
1.55,Ideal,G,VS2,61.6,55.0,13912,7.45,7.48,4.6,3,3,61.62089752176824
2.06,Premium,I,SI2,61.0,61.0,13912,8.18,8.1,5.02,1,1,61.67076167076166
1.58,Ideal,F,VS2,60.0,57.0,13917,7.52,7.58,4.53,3,4,60.0
2.2,Good,H,SI2,63.6,58.0,13919,8.21,8.17,5.21,1,2,63.6141636141636
1.9,Premium,G,SI2,63.0,58.0,13919,7.93,7.86,4.97,1,3,62.95123495883471
2.28,Premium,H,SI1,59.3,58.0,13919,8.6,8.56,5.09,2,2,59.324009324009324
1.52,Premium,F,VS2,60.9,61.0,13919,7.46,7.28,4.49,3,4,60.92265943012212
2.0,Ideal,I,SI2,61.1,59.0,13921,8.07,8.11,4.94,1,1,61.06304079110013
2.26,Very Good,H,SI2,63.3,59.0,13923,8.35,8.26,5.25,1,2,63.21493076459964
1.53,Ideal,G,VS1,60.6,54.0,13926,7.49,7.47,4.53,4,3,60.5614973262032
2.01,Good,H,SI1,56.7,58.0,13929,8.31,8.36,4.73,2,2,56.74865026994601
1.24,Ideal,D,VVS2,62.6,55.0,13929,6.94,6.89,4.33,5,6,62.6174981923355
2.1,Premium,J,SI1,62.9,58.0,13930,8.15,8.09,5.11,2,0,62.93103448275862
2.23,Premium,J,SI2,61.3,60.0,13931,8.4,8.35,5.13,1,0,61.25373134328358
2.09,Ideal,I,SI2,61.2,57.0,13933,8.27,8.19,5.04,1,1,61.23936816524908
2.18,Premium,J,SI1,62.9,59.0,13938,8.25,8.21,5.18,2,0,62.94046172539489
1.82,Premium,I,VS1,61.4,60.0,13939,7.83,7.8,4.8,4,1,61.420345489443385
2.01,Very Good,G,SI2,61.3,60.0,13940,8.08,8.17,4.98,1,3,61.2923076923077
1.6,Premium,G,VS2,61.6,60.0,13942,7.55,7.49,4.63,3,3,61.569148936170215
1.51,Very Good,F,VS2,61.9,63.0,13945,7.35,7.26,4.52,3,4,61.87542778918549
1.51,Premium,F,VS2,62.0,59.0,13945,7.37,7.18,4.51,3,4,61.99312714776632
1.51,Premium,F,VS2,61.7,58.0,13945,7.33,7.28,4.51,3,4,61.738535249828885
1.51,Premium,F,VS2,62.9,61.0,13945,7.31,7.22,4.57,3,4,62.9043358568479
2.06,Very Good,J,VS2,61.8,59.0,13948,8.14,8.2,5.05,3,0,61.811505507955935
1.7,Ideal,H,VS1,62.4,55.0,13949,7.69,7.61,4.77,4,2,62.35294117647058
1.58,Ideal,H,VS1,60.4,57.0,13950,7.55,7.65,4.59,4,2,60.39473684210527
1.71,Premium,G,VS2,61.3,58.0,13951,7.79,7.7,4.75,3,3,61.32989025177534
1.25,Very Good,F,IF,60.3,58.0,13953,6.96,7.03,4.22,7,4,60.32880629020729
2.08,Good,I,SI2,63.8,58.0,13956,8.02,8.1,5.14,1,1,63.771712158808946
1.5,Very Good,E,VS2,61.0,55.0,13963,7.38,7.45,4.52,3,5,60.95751854349291
1.58,Very Good,G,VS1,62.8,57.0,13963,7.34,7.4,4.63,4,3,62.82225237449118
1.21,Ideal,D,VVS2,61.3,56.0,13965,6.86,6.9,4.22,5,6,61.337209302325576
1.13,Ideal,D,VVS1,61.5,55.0,13968,6.74,6.69,4.13,6,6,61.50409530900968
1.71,Very Good,E,SI1,63.4,56.0,13970,7.58,7.5,4.78,2,5,63.39522546419098
2.01,Good,I,SI1,63.8,57.0,13976,7.95,7.91,5.06,2,1,63.808322824716264
2.19,Good,G,SI1,63.7,56.0,13978,8.26,8.17,5.23,2,3,63.664029214850885
2.21,Premium,H,SI1,61.1,58.0,13983,8.39,8.34,5.11,2,2,61.08786610878661
2.0,Premium,H,SI1,59.8,60.0,13986,8.04,8.01,4.8,2,2,59.81308411214955
1.51,Ideal,E,VS2,59.8,59.0,13986,7.55,7.47,4.49,3,5,59.78695073235686
2.0,Premium,G,SI2,61.1,60.0,13986,8.1,8.03,4.93,1,3,61.128332300062
2.02,Premium,I,SI2,61.1,61.0,13991,8.11,8.08,4.95,1,1,61.14885731933293
2.02,Premium,I,SI2,62.9,60.0,13991,8.05,8.01,5.05,1,1,62.88916562889165
2.07,Premium,H,SI1,62.7,58.0,13993,8.14,8.09,5.09,2,2,62.72335181762168
2.07,Good,I,SI1,63.6,58.0,13993,8.09,7.99,5.11,2,1,63.557213930348276
1.08,Ideal,E,VVS1,61.5,58.0,13994,6.57,6.64,4.06,6,5,61.468584405753205
1.53,Ideal,G,VS1,62.2,56.0,13994,7.36,7.31,4.56,4,3,62.167689161554186
1.51,Ideal,G,VS1,62.1,55.0,13995,7.38,7.33,4.57,4,3,62.134602311352815
1.58,Premium,D,SI1,62.7,60.0,13995,7.41,7.37,4.63,2,6,62.65223274695534
2.13,Very Good,J,SI1,62.8,58.0,13996,8.13,8.17,5.12,2,0,62.82208588957055
2.11,Premium,J,SI1,62.4,58.0,13996,8.27,8.17,5.13,2,0,62.4087591240876
1.5,Good,G,IF,59.9,59.0,13998,7.39,7.46,4.45,7,3,59.93265993265993
1.67,Ideal,H,VS1,61.8,56.0,14014,7.6,7.57,4.69,4,2,61.83256427158867
1.71,Ideal,H,VS2,62.1,56.0,14017,7.64,7.7,4.76,3,2,62.05997392438071
1.63,Ideal,E,SI1,60.5,59.0,14022,7.66,7.62,4.62,2,5,60.47120418848167
2.09,Premium,G,SI2,59.8,59.0,14024,8.37,8.32,4.99,1,3,59.796285200719005
1.5,Good,E,VS2,63.9,58.0,14026,7.24,7.2,4.61,3,5,63.850415512465375
2.02,Ideal,I,SI2,60.9,60.0,14027,8.08,8.14,4.94,1,1,60.91245376078916
2.02,Good,I,SI2,58.2,57.0,14027,8.31,8.35,4.85,1,1,58.223289315726284
1.51,Very Good,G,VS1,59.5,59.0,14028,7.41,7.45,4.42,4,3,59.488559892328404
1.59,Ideal,H,VS1,61.8,56.0,14031,7.49,7.53,4.64,4,2,61.784287616511314
2.21,Premium,H,SI2,61.3,60.0,14032,8.35,8.33,5.11,1,2,61.27098321342926
1.08,Ideal,E,VVS1,61.7,55.0,14032,6.6,6.63,4.08,6,5,61.67800453514739
1.75,Ideal,H,VS2,62.2,56.3,14033,7.66,7.71,4.79,3,2,62.32921275211451
1.2,Ideal,D,VVS2,62.7,54.0,14033,6.8,6.82,4.27,5,6,62.701908957415554
2.05,Ideal,J,SI1,60.3,60.0,14037,8.17,8.24,4.95,2,0,60.3290676416819
1.52,Ideal,F,VS2,62.8,55.0,14038,7.37,7.28,4.6,3,4,62.79863481228668
1.55,Ideal,G,VS2,61.6,55.0,14039,7.48,7.45,4.6,3,3,61.62089752176824
2.01,Ideal,H,SI2,61.9,57.0,14040,8.09,8.06,5.0,1,2,61.91950464396285
2.3,Premium,H,SI2,60.6,59.0,14042,8.4,8.37,5.08,1,2,60.584376863446636
2.3,Premium,H,SI2,60.6,59.0,14042,8.4,8.37,5.08,1,2,60.584376863446636
2.0,Good,H,VS2,57.3,59.0,14042,8.27,8.24,4.73,3,2,57.29860690490613
1.58,Ideal,F,VS2,60.0,57.0,14044,7.58,7.52,4.53,3,4,60.0
2.08,Premium,I,SI2,60.8,61.0,14047,8.24,8.21,5.0,1,1,60.79027355623099
2.0,Very Good,I,SI1,63.6,57.0,14057,7.9,7.99,5.05,2,1,63.561988672120826
1.7,Premium,H,VS2,62.4,59.0,14058,7.63,7.54,4.73,3,2,62.35992089650627
2.03,Ideal,I,SI2,61.5,54.0,14061,8.22,8.2,5.05,1,1,61.510353227771006
2.14,Very Good,J,VS2,62.8,57.0,14065,8.27,8.16,5.16,3,0,62.8119293974437
1.76,Ideal,I,VVS2,60.2,58.0,14065,7.84,7.87,4.73,5,1,60.216422660725655
1.52,Very Good,F,VS2,62.7,59.0,14066,7.3,7.33,4.59,3,4,62.74777853725222
2.01,Premium,F,SI2,61.3,58.0,14067,8.14,8.07,4.97,1,4,61.320172732880934
0.3,Good,F,SI1,57.2,62.0,641,4.45,4.39,2.53,2,4,57.23981900452488
0.28,Very Good,F,VVS2,60.6,59.0,642,4.22,4.26,2.57,5,4,60.61320754716981
0.28,Very Good,F,VVS2,59.7,59.0,642,4.26,4.28,2.55,5,4,59.71896955503513
0.28,Very Good,E,VVS2,59.1,59.0,642,4.27,4.33,2.54,5,5,59.06976744186047
0.28,Very Good,E,VVS2,61.8,58.0,642,4.2,4.24,2.61,5,5,61.848341232227476
0.28,Very Good,E,VVS2,59.8,57.0,642,4.28,4.32,2.57,5,5,59.767441860465105
0.28,Very Good,E,VVS2,60.0,56.0,642,4.26,4.28,2.56,5,5,59.95316159250586
0.28,Very Good,D,VVS2,62.2,59.0,642,4.18,4.21,2.61,5,6,62.216924910607865
0.31,Very Good,G,VVS1,59.6,59.0,642,4.4,4.42,2.63,6,3,59.63718820861678
0.31,Very Good,G,VVS1,61.9,55.0,642,4.36,4.4,2.71,6,3,61.87214611872145
0.28,Very Good,F,VVS1,62.9,57.0,642,4.13,4.17,2.61,6,4,62.891566265060234
0.28,Very Good,F,VVS1,60.1,59.0,642,4.24,4.25,2.55,6,4,60.070671378091866
0.28,Very Good,F,VVS1,61.4,60.0,642,4.19,4.22,2.58,6,4,61.35552913198573
0.28,Very Good,E,VVS1,61.9,59.0,642,4.16,4.21,2.59,6,5,61.88769414575865
0.28,Very Good,E,VVS1,59.6,59.0,642,4.3,4.33,2.57,6,5,59.55967555040557
0.28,Very Good,D,VVS1,60.6,58.0,642,4.23,4.25,2.57,6,6,60.61320754716981
0.28,Very Good,D,VVS1,60.4,59.0,642,4.23,4.25,2.56,6,6,60.37735849056603
0.32,Very Good,F,VS2,59.6,56.0,642,4.48,4.51,2.68,3,4,59.62180200222469
0.28,Ideal,F,VVS2,61.8,56.0,642,4.22,4.26,2.62,5,4,61.79245283018868
0.28,Ideal,F,VVS2,61.1,57.0,642,4.22,4.26,2.59,5,4,61.08490566037735
0.28,Ideal,F,VVS2,61.4,57.0,642,4.2,4.24,2.59,5,4,61.37440758293838
0.28,Ideal,F,VVS2,62.5,57.0,642,4.18,4.21,2.62,5,4,62.455303933253866
0.28,Ideal,F,VVS2,61.8,56.0,642,4.21,4.24,2.61,5,4,61.77514792899409
0.39,Ideal,J,VS2,61.2,56.0,642,4.71,4.74,2.89,3,0,61.16402116402117
0.31,Ideal,E,VS2,60.7,57.0,642,4.39,4.41,2.67,3,5,60.68181818181818
0.31,Ideal,E,VS2,61.5,56.0,642,4.39,4.42,2.71,3,5,61.52099886492623
0.31,Ideal,E,VS2,61.7,55.0,642,4.38,4.41,2.71,3,5,61.66097838452788
0.31,Ideal,E,VS2,61.7,55.0,642,4.35,4.37,2.69,3,5,61.697247706422026
0.31,Ideal,E,VS2,62.2,55.0,642,4.32,4.36,2.7,3,5,62.21198156682028
0.31,Ideal,E,VS2,62.4,53.0,642,4.33,4.36,2.71,3,5,62.3705408515535
1.5,Ideal,G,VS1,62.3,57.0,14067,7.25,7.32,4.54,4,3,62.31983527796843
1.3,Premium,F,VVS1,59.3,59.0,14068,7.11,7.08,4.22,6,4,59.47850599013389
1.5,Premium,F,VS2,61.6,58.0,14071,7.31,7.37,4.52,3,4,61.580381471389636
2.05,Very Good,I,SI2,62.8,56.0,14071,8.1,8.12,5.09,1,1,62.76202219482121
1.5,Premium,F,VS2,61.5,58.0,14071,7.34,7.36,4.52,3,4,61.496598639455776
1.5,Premium,F,VS2,61.1,58.0,14071,7.33,7.36,4.49,3,4,61.130020422055814
1.5,Ideal,F,VS2,60.4,57.0,14071,7.41,7.43,4.48,3,4,60.377358490566046
2.0,Very Good,G,SI2,64.0,58.0,14074,7.86,7.95,5.06,1,3,64.01012017710309
2.02,Fair,H,SI2,56.5,61.0,14080,8.33,8.37,4.72,1,2,56.52694610778443
2.03,Ideal,J,VS2,60.5,57.0,14083,8.26,8.2,4.98,3,0,60.51032806804375
2.08,Good,I,SI2,63.8,58.0,14084,8.1,8.02,5.14,1,1,63.771712158808946
1.5,Ideal,F,VS2,61.7,54.0,14092,7.28,7.31,4.5,3,4,61.6860863605209
2.22,Premium,I,SI1,62.7,58.0,14095,8.33,8.28,5.21,2,1,62.73329319686936
1.26,Very Good,F,IF,60.0,60.0,14095,7.04,7.09,4.24,7,4,60.01415428167021
2.01,Ideal,I,SI2,61.5,56.0,14103,8.1,8.16,5.0,1,1,61.50061500615007
1.54,Ideal,G,VS2,61.4,57.0,14103,7.47,7.42,4.57,3,3,61.383478844862324
1.5,Premium,G,VS1,61.2,59.0,14105,7.32,7.36,4.49,4,3,61.1716621253406
1.5,Premium,G,VS1,62.7,58.0,14105,7.25,7.3,4.56,4,3,62.68041237113401
1.52,Premium,G,VVS2,62.1,58.0,14105,7.4,7.31,4.57,5,3,62.134602311352815
1.55,Ideal,G,VS2,61.6,56.0,14106,7.44,7.49,4.6,3,3,61.62089752176824
1.64,Premium,E,SI1,59.5,58.0,14107,7.64,7.72,4.57,2,5,59.505208333333336
2.29,Premium,G,SI2,62.5,59.0,14108,8.38,8.33,5.22,1,3,62.47755834829443
2.05,Ideal,J,VS2,61.7,54.9,14111,8.16,8.24,5.05,3,0,61.585365853658544
1.51,Very Good,D,VS2,62.3,59.0,14112,7.29,7.34,4.56,3,6,62.33766233766234
2.06,Very Good,J,VS2,62.6,58.0,14119,8.05,8.08,5.05,3,0,62.61624302541846
2.06,Ideal,I,SI2,62.4,55.0,14120,8.1,8.14,5.07,1,1,62.43842364532019
2.01,Very Good,J,SI1,61.7,59.0,14125,8.01,8.09,4.97,2,0,61.7391304347826
2.0,Premium,H,SI1,59.8,60.0,14126,8.04,8.01,4.8,2,2,59.81308411214955
1.79,Premium,G,SI1,60.5,58.0,14127,7.88,7.83,4.75,2,3,60.471037555697
2.23,Premium,J,SI1,62.4,59.0,14129,8.33,8.36,5.21,2,0,62.43259436788497
2.04,Ideal,J,SI1,61.7,57.0,14130,8.11,8.17,5.02,2,0,61.67076167076166
1.7,Very Good,H,VS1,62.8,57.0,14137,7.47,7.57,4.72,4,2,62.765957446808514
2.14,Ideal,I,SI2,60.7,57.0,14138,8.34,8.4,5.08,1,1,60.692951015531655
1.56,Premium,G,VS1,60.9,58.0,14139,7.49,7.53,4.57,4,3,60.85219707057257
1.7,Good,H,VVS2,63.1,57.0,14146,7.52,7.61,4.77,5,2,63.05353602115003
2.36,Ideal,H,SI2,61.8,56.0,14146,8.57,8.53,5.28,1,2,61.754385964912274
1.51,Good,F,SI1,59.5,58.0,14148,7.35,7.44,4.4,2,4,59.49966193373903
2.01,Very Good,H,SI2,63.2,57.0,14150,8.02,7.97,5.05,1,2,63.16447779862415
1.67,Ideal,D,SI1,62.6,54.0,14154,7.57,7.63,4.76,2,6,62.631578947368425
1.51,Premium,G,VS1,59.5,59.0,14156,7.45,7.41,4.42,4,3,59.488559892328404
1.5,Premium,G,VVS2,62.7,58.0,14157,7.28,7.32,4.58,5,3,62.73972602739725
1.51,Very Good,F,VS2,62.8,56.0,14165,7.27,7.32,4.58,3,4,62.78272789581906
1.51,Very Good,F,VS2,61.1,59.0,14165,7.32,7.37,4.49,3,4,61.130020422055814
1.51,Premium,F,VS2,62.0,60.0,14165,7.23,7.35,4.52,3,4,62.00274348422496
1.51,Very Good,F,VS2,62.5,58.0,14165,7.21,7.36,4.55,3,4,62.45710363761153
1.51,Very Good,F,VS2,62.5,58.0,14165,7.22,7.33,4.55,3,4,62.54295532646048
2.01,Ideal,H,SI2,61.9,57.0,14167,8.09,8.06,5.0,1,2,61.91950464396285
1.51,Premium,E,VS2,62.2,59.0,14171,7.31,7.36,4.56,3,5,62.167689161554186
1.55,Ideal,G,VS1,62.0,57.0,14174,7.37,7.42,4.58,4,3,61.93373901284652
1.81,Very Good,I,VS1,59.9,61.0,14177,7.85,7.91,4.72,4,1,59.898477157360404
1.5,Premium,E,VS2,62.3,60.0,14179,7.27,7.2,4.51,3,5,62.335867311679344
1.57,Premium,G,VS1,59.9,56.0,14180,7.6,7.55,4.54,4,3,59.93399339933994
2.02,Ideal,H,VS2,62.6,57.0,14182,8.01,7.97,5.0,3,2,62.57822277847309
2.04,Premium,H,SI2,62.8,58.0,14184,8.11,8.06,5.08,1,2,62.83240568954854
1.55,Ideal,F,VS2,62.6,57.0,14185,7.35,7.39,4.61,3,4,62.55088195386704
2.35,Premium,I,SI1,61.8,58.0,14185,8.58,8.44,5.26,2,1,61.809635722679204
1.54,Premium,F,VS2,62.8,58.0,14188,7.33,7.29,4.59,3,4,62.7906976744186
1.71,Premium,E,SI1,62.2,58.0,14190,7.61,7.67,4.75,2,5,62.17277486910994
1.68,Very Good,G,VS2,62.7,58.0,14192,7.51,7.54,4.72,3,3,62.72425249169435
1.2,Premium,E,VVS1,60.6,60.0,14192,6.95,6.85,4.18,6,5,60.57971014492753
2.5,Fair,G,SI2,67.0,57.0,14194,8.36,8.29,5.58,1,3,67.02702702702703
1.3,Premium,F,VVS1,59.3,59.0,14196,7.11,7.08,4.22,6,4,59.47850599013389
1.5,Ideal,F,VS2,62.4,55.0,14199,7.31,7.25,4.54,3,4,62.362637362637365
1.5,Ideal,F,VS2,60.4,57.0,14199,7.43,7.41,4.48,3,4,60.377358490566046
1.5,Premium,F,VS2,61.6,58.0,14199,7.37,7.31,4.52,3,4,61.580381471389636
2.0,Premium,I,SI2,58.6,61.0,14199,8.28,8.16,4.82,1,1,58.637469586374706
2.0,Fair,H,VS1,66.0,56.0,14199,7.79,7.72,5.12,4,2,66.02192134107028
1.5,Premium,F,VS2,61.5,58.0,14199,7.36,7.34,4.52,3,4,61.496598639455776
1.5,Premium,F,VS2,61.1,58.0,14199,7.36,7.33,4.49,3,4,61.130020422055814
1.64,Premium,G,VS2,62.4,58.0,14201,7.49,7.52,4.68,3,3,62.35842771485677
1.51,Very Good,D,VS2,63.1,62.0,14205,7.24,7.22,4.56,3,6,63.070539419087126
2.0,Fair,G,SI2,66.5,56.0,14208,7.75,7.7,5.14,1,3,66.53721682847896
2.0,Premium,I,SI2,61.3,59.0,14208,8.13,8.09,4.97,1,1,61.28236744759557
2.51,Good,I,SI2,63.7,61.0,14209,8.51,8.48,5.41,1,1,63.68452030606238
2.02,Premium,I,SI2,59.4,59.0,14211,8.21,8.25,4.89,1,1,59.416767922235714
1.53,Premium,G,VS1,61.0,60.0,14214,7.4,7.43,4.52,4,3,60.95751854349291
2.3,Ideal,H,SI2,62.6,57.0,14215,8.4,8.35,5.25,1,2,62.6865671641791
1.52,Very Good,F,VS2,63.5,57.0,14217,7.23,7.29,4.61,3,4,63.49862258953169
2.28,Good,J,SI1,63.7,55.0,14220,8.28,8.35,5.3,2,0,63.74022850270595
1.55,Ideal,F,SI1,61.9,55.0,14220,7.47,7.42,4.61,2,4,61.92075218267294
3.01,Premium,G,SI2,59.8,58.0,14220,9.44,9.37,5.62,1,3,59.75544922913345
2.05,Premium,J,VS1,62.4,58.0,14224,8.08,8.13,5.06,4,0,62.430598396051806
1.66,Premium,D,SI1,62.0,59.0,14224,7.55,7.6,4.7,2,6,62.04620462046205
2.1,Very Good,J,VS2,61.3,59.0,14229,8.21,8.27,5.05,3,0,61.28640776699029
1.4,Ideal,G,VVS2,62.0,56.0,14231,7.18,7.13,4.44,5,3,62.05450733752622
1.5,Premium,G,VS1,62.7,58.0,14234,7.3,7.25,4.56,4,3,62.68041237113401
1.5,Premium,G,VS1,61.2,59.0,14234,7.36,7.32,4.49,4,3,61.1716621253406
1.36,Very Good,D,VVS2,62.6,58.0,14236,7.06,7.21,4.47,5,6,62.64891380518571
